identified_MA,model_type,sample_index,total_psnr,local_steps,local_psnr,local_label,local_conf1,local_conf2,remote_steps,remote_psnr,s0_hostname,s0_label,s0_conf1,s0_conf2,s1_hostname,s1_label,s1_conf1,s1_conf2,s2_hostname,s2_label,s2_conf1,s2_conf2,s3_hostname,s3_label,s3_conf1,s3_conf2,s4_hostname,s4_label,s4_conf1,s4_conf2,s5_hostname,s5_label,s5_conf1,s5_conf2,s6_hostname,s6_label,s6_conf1,s6_conf2
intel-xbridge,fmnist,359,53.057067191917284,121,53.05708356181189,7,0.4999927878379822,0.4999844431877136,7,164.76946088575198,server-amdrome,7,0.4999902844429016,0.4999869465827942,server-intelbroadwell,7,0.4999898076057434,0.4999874234199524,server-intelcascadelake,7,0.4999908804893494,0.4999863505363464,server-intelhaswell,7,0.4999898076057434,0.4999874234199524,server-intelivybridge,5,0.4999886155128479,0.4999886155128479,server-intelsandybridge,5,0.4999886155128479,0.4999886155128479,server-intelskylake,7,0.4999908804893494,0.4999863505363464
intel-xbridge,fmnist,360,44.753438885430526,186,44.75344785439728,7,0.5000032782554626,0.4999949336051941,24,159.82634950675975,server-amdrome,7,0.5000006556510925,0.4999975562095642,server-intelbroadwell,7,0.5000007748603821,0.4999974370002746,server-intelcascadelake,7,0.4999996423721314,0.4999984502792358,server-intelhaswell,7,0.5000007748603821,0.4999974370002746,server-intelivybridge,9,0.4999994039535522,0.4999986886978149,server-intelsandybridge,9,0.4999994039535522,0.4999986886978149,server-intelskylake,7,0.4999996423721314,0.4999984502792358
intel-xbridge,fmnist,361,54.07098066011632,165,54.071001334732024,6,0.4999387860298157,0.4999293684959412,36,159.76134350613938,server-amdrome,6,0.4999372959136963,0.4999308586120606,server-intelbroadwell,6,0.4999363422393799,0.499931812286377,server-intelcascadelake,6,0.4999369382858277,0.4999312162399292,server-intelhaswell,6,0.4999363422393799,0.499931812286377,server-intelivybridge,2,0.4999346733093262,0.4999334812164306,server-intelsandybridge,2,0.4999346733093262,0.4999334812164306,server-intelskylake,6,0.4999369382858277,0.4999312162399292
amd,fmnist,363,41.29526443818207,431,41.29527678626481,2,0.49990460276603704,0.4998950660228729,121,149.2172554258155,server-amdrome,4,0.4999000728130341,0.4998995959758759,server-intelbroadwell,2,0.4999006688594818,0.4998989999294281,server-intelcascadelake,2,0.4999004304409027,0.4998992383480072,server-intelhaswell,2,0.4999006688594818,0.4998989999294281,server-intelivybridge,2,0.4999009072780609,0.499898761510849,server-intelsandybridge,2,0.4999009072780609,0.499898761510849,server-intelskylake,2,0.4999004304409027,0.4998992383480072
intel-xbridge,fmnist,364,48.69428278810115,224,48.694312615434406,9,0.5000045895576477,0.4999950528144837,36,152.8132231485454,server-amdrome,9,0.5000022053718567,0.4999974370002746,server-intelbroadwell,9,0.5000017285346985,0.4999979138374329,server-intelcascadelake,9,0.5000019669532776,0.4999976754188538,server-intelhaswell,9,0.5000017285346985,0.4999979138374329,server-intelivybridge,7,0.4999998211860657,0.4999998211860657,server-intelsandybridge,7,0.4999998211860657,0.4999998211860657,server-intelskylake,9,0.5000019669532776,0.4999976754188538
amd,fmnist,365,48.52911309197678,134,48.5291237894184,1,0.4856406450271606,0.4856313169002533,9,163.34638964913566,server-amdrome,6,0.4856363236904144,0.4856353998184204,server-intelbroadwell,1,0.4856370687484741,0.4856348633766174,server-intelcascadelake,1,0.4856365621089935,0.48563551902771,server-intelhaswell,1,0.4856370687484741,0.4856348633766174,server-intelivybridge,1,0.4856383502483368,0.4856336116790772,server-intelsandybridge,1,0.4856383502483368,0.4856336116790772,server-intelskylake,1,0.4856365621089935,0.48563551902771
intel-xlake,fmnist,366,52.95909503437419,150,52.95912157885482,6,0.4995710849761963,0.4995612502098084,24,158.62174917735763,server-amdrome,6,0.4995673596858978,0.4995650351047516,server-intelbroadwell,6,0.4995672404766083,0.4995650947093964,server-intelcascadelake,4,0.4995661675930023,0.4995661675930023,server-intelhaswell,6,0.4995672404766083,0.4995650947093964,server-intelivybridge,6,0.4995680749416351,0.4995643794536591,server-intelsandybridge,6,0.4995680749416351,0.4995643794536591,server-intelskylake,4,0.4995661675930023,0.4995661675930023
amd,fmnist,367,50.439374566211434,155,50.439403410997286,2,0.5000027418136597,0.4999929666519165,45,154.96452894147023,server-amdrome,6,0.4999983310699463,0.4999973773956299,server-intelbroadwell,2,0.4999991655349731,0.499996542930603,server-intelcascadelake,2,0.4999992847442627,0.4999964237213135,server-intelhaswell,2,0.4999991655349731,0.499996542930603,server-intelivybridge,2,0.5000002384185791,0.499995470046997,server-intelsandybridge,2,0.5000002384185791,0.499995470046997,server-intelskylake,2,0.4999992847442627,0.4999964237213135
amd,fmnist,368,48.345644074848344,162,48.3456567585899,1,0.4479150176048279,0.44790756702423096,18,161.15864913853997,server-amdrome,2,0.4479112029075623,0.4479109942913056,server-intelbroadwell,1,0.44791215658187866,0.4479097723960877,server-intelcascadelake,1,0.4479119181632996,0.4479100704193115,server-intelhaswell,1,0.44791215658187866,0.4479097723960877,server-intelivybridge,1,0.447911947965622,0.44790980219841,server-intelsandybridge,1,0.447911947965622,0.44790980219841,server-intelskylake,1,0.4479119181632996,0.4479100704193115
amd,fmnist,369,45.47311848681304,220,45.47313325077567,3,0.4918327033519745,0.491822898387909,34,156.54715125216998,server-amdrome,7,0.4918278455734253,0.491827666759491,server-intelbroadwell,3,0.4918285310268402,0.4918270111083984,server-intelcascadelake,3,0.4918280243873596,0.4918275475502014,server-intelhaswell,3,0.4918285310268402,0.4918270111083984,server-intelivybridge,3,0.4918292462825775,0.4918263554573059,server-intelsandybridge,3,0.4918292462825775,0.4918263554573059,server-intelskylake,3,0.4918280243873596,0.4918275475502014
amd,fmnist,372,54.77290086977146,158,54.77294799072397,4,0.4995181560516357,0.4995083808898926,50,155.49362445672992,server-amdrome,6,0.4995133876800537,0.4995131492614746,server-intelbroadwell,4,0.4995145797729492,0.4995119571685791,server-intelcascadelake,4,0.499514102935791,0.4995124340057373,server-intelhaswell,4,0.4995145797729492,0.4995119571685791,server-intelivybridge,4,0.4995143413543701,0.4995121955871582,server-intelsandybridge,4,0.4995143413543701,0.4995121955871582,server-intelskylake,4,0.499514102935791,0.4995124340057373
intel-xwell,fmnist,375,44.409396276719534,181,44.40940543478738,7,0.5000015497207642,0.4999920129776001,14,159.70286513831138,server-amdrome,7,0.4999982118606568,0.4999953508377075,server-intelbroadwell,9,0.4999969005584717,0.4999966621398926,server-intelcascadelake,7,0.4999978542327881,0.4999957084655762,server-intelhaswell,9,0.4999969005584717,0.4999966621398926,server-intelivybridge,7,0.4999979734420776,0.4999955892562866,server-intelsandybridge,7,0.4999979734420776,0.4999955892562866,server-intelskylake,7,0.4999978542327881,0.4999957084655762
intel-xlake,fmnist,376,63.12670992175345,143,63.126844318293436,0,0.4950701296329498,0.4950602054595947,31,155.4972940040229,server-amdrome,0,0.4950666427612305,0.4950638115406037,server-intelbroadwell,0,0.4950653314590454,0.4950650930404663,server-intelcascadelake,6,0.4950653314590454,0.4950650930404663,server-intelhaswell,0,0.4950653314590454,0.4950650930404663,server-intelivybridge,0,0.4950666427612305,0.4950636923313141,server-intelsandybridge,0,0.4950666427612305,0.4950636923313141,server-intelskylake,6,0.4950653314590454,0.4950650930404663
intel-xwell,fmnist,378,46.98439711602846,143,46.984412501810226,0,0.5000026822090149,0.4999931454658508,28,155.99030799159348,server-amdrome,0,0.4999998211860657,0.4999960064888001,server-intelbroadwell,6,0.499998152256012,0.4999976754188538,server-intelcascadelake,0,0.4999986290931702,0.4999971985816956,server-intelhaswell,6,0.499998152256012,0.4999976754188538,server-intelivybridge,0,0.4999985098838806,0.4999973177909851,server-intelsandybridge,0,0.4999985098838806,0.4999973177909851,server-intelskylake,0,0.4999986290931702,0.4999971985816956
intel-xlake,fmnist,379,44.654288478400304,252,44.65429816771593,3,0.4997133612632752,0.4997040629386902,20,158.8454751510764,server-amdrome,3,0.4997102618217468,0.4997071623802185,server-intelbroadwell,3,0.4997097849845886,0.4997077584266663,server-intelcascadelake,2,0.4997088313102722,0.4997087121009826,server-intelhaswell,3,0.4997097849845886,0.4997077584266663,server-intelivybridge,3,0.4997099041938782,0.4997075200080872,server-intelsandybridge,3,0.4997099041938782,0.4997075200080872,server-intelskylake,2,0.4997088313102722,0.4997087121009826
intel-xlake,fmnist,380,50.23843809438375,104,50.23845144738655,5,0.4980803728103638,0.498070627450943,9,164.05065880887082,server-amdrome,5,0.4980758726596832,0.4980750381946564,server-intelbroadwell,5,0.4980758726596832,0.4980751574039459,server-intelcascadelake,6,0.4980757534503937,0.4980751574039459,server-intelhaswell,5,0.4980758726596832,0.4980751574039459,server-intelivybridge,5,0.4980763494968414,0.4980746805667877,server-intelsandybridge,5,0.4980763494968414,0.4980746805667877,server-intelskylake,6,0.4980757534503937,0.4980751574039459
intel-xlake,fmnist,381,50.782224308851326,171,50.78224653713267,4,0.4978978037834168,0.497888058423996,40,157.31006762819948,server-amdrome,4,0.4978946149349213,0.4978912770748138,server-intelbroadwell,4,0.4978936612606049,0.4978922307491303,server-intelcascadelake,6,0.4978931844234466,0.4978927075862885,server-intelhaswell,4,0.4978936612606049,0.4978922307491303,server-intelivybridge,4,0.4978934228420258,0.4978924691677094,server-intelsandybridge,4,0.4978934228420258,0.4978924691677094,server-intelskylake,6,0.4978931844234466,0.4978927075862885
intel-xbridge,fmnist,383,50.2301600459738,146,50.23017129111247,8,0.4995070695877075,0.4994977712631226,19,162.7288642731401,server-amdrome,8,0.4995041191577912,0.4995007812976837,server-intelbroadwell,8,0.4995046854019165,0.4995001554489136,server-intelcascadelake,8,0.4995049238204956,0.4994999170303345,server-intelhaswell,8,0.4995046854019165,0.4995001554489136,server-intelivybridge,5,0.4995025098323822,0.4995022714138031,server-intelsandybridge,5,0.4995025098323822,0.4995022714138031,server-intelskylake,8,0.4995049238204956,0.4994999170303345
intel-xbridge,fmnist,384,54.0122990599463,193,54.01234582426234,6,0.3704753518104553,0.37046560645103455,51,153.60457520159486,server-amdrome,6,0.3704706728458405,0.3704686760902405,server-intelbroadwell,6,0.37047079205513,0.3704684376716614,server-intelcascadelake,6,0.3704708516597748,0.3704686462879181,server-intelhaswell,6,0.37047079205513,0.3704684376716614,server-intelivybridge,1,0.3704704940319061,0.3704703450202942,server-intelsandybridge,1,0.3704704940319061,0.3704703450202942,server-intelskylake,6,0.3704708516597748,0.3704686462879181
amd,fmnist,386,48.07444086179771,165,48.07444897475062,6,0.5000028014183044,0.4999942183494568,12,163.59965947003857,server-amdrome,0,0.4999988079071045,0.4999980926513672,server-intelbroadwell,6,0.5000000596046448,0.4999969601631165,server-intelcascadelake,6,0.5000004172325134,0.4999966025352478,server-intelhaswell,6,0.5000000596046448,0.4999969601631165,server-intelivybridge,6,0.5000016093254089,0.4999954104423523,server-intelsandybridge,6,0.5000016093254089,0.4999954104423523,server-intelskylake,6,0.5000004172325134,0.4999966025352478
intel-xbridge,fmnist,387,46.387471558689384,266,46.38748600016758,4,0.5000001192092896,0.4999905824661255,37,155.55678819220196,server-amdrome,4,0.4999990463256836,0.4999916553497314,server-intelbroadwell,4,0.4999979734420776,0.4999927282333374,server-intelcascadelake,4,0.4999991655349731,0.4999915361404419,server-intelhaswell,4,0.4999979734420776,0.4999927282333374,server-intelivybridge,2,0.4999953508377075,0.4999953508377075,server-intelsandybridge,2,0.4999953508377075,0.4999953508377075,server-intelskylake,4,0.4999991655349731,0.4999915361404419
intel-xlake,fmnist,388,60.62200755968602,134,60.62210442070158,4,0.4999697208404541,0.4999601840972901,56,154.07185843222146,server-amdrome,4,0.4999649524688721,0.4999649524688721,server-intelbroadwell,4,0.4999657869338989,0.4999641180038452,server-intelcascadelake,6,0.4999651908874512,0.499964714050293,server-intelhaswell,4,0.4999657869338989,0.4999641180038452,server-intelivybridge,4,0.4999667406082153,0.4999631643295288,server-intelsandybridge,4,0.4999667406082153,0.4999631643295288,server-intelskylake,6,0.4999651908874512,0.499964714050293
intel-xlake,fmnist,391,50.035133079071606,189,50.035162943936136,9,0.499885231256485,0.4998754560947418,32,155.49343955384387,server-amdrome,9,0.4998818933963776,0.4998787939548493,server-intelbroadwell,9,0.4998815357685089,0.4998791515827179,server-intelcascadelake,7,0.4998803436756134,0.4998803436756134,server-intelhaswell,9,0.4998815357685089,0.4998791515827179,server-intelivybridge,9,0.4998816549777985,0.4998790323734283,server-intelsandybridge,9,0.4998816549777985,0.4998790323734283,server-intelskylake,7,0.4998803436756134,0.4998803436756134
amd,fmnist,392,57.45428738565322,110,57.45431980519442,8,0.4923118650913239,0.4923026263713837,15,161.7834309100501,server-amdrome,2,0.4923078715801239,0.4923065900802612,server-intelbroadwell,8,0.4923087954521179,0.4923056960105896,server-intelcascadelake,8,0.4923087954521179,0.4923056662082672,server-intelhaswell,8,0.4923087954521179,0.4923056960105896,server-intelivybridge,8,0.4923092424869538,0.4923052489757538,server-intelsandybridge,8,0.4923092424869538,0.4923052489757538,server-intelskylake,8,0.4923087954521179,0.4923056662082672
amd,fmnist,394,47.81439046313369,106,47.814398104550534,5,0.4996706545352936,0.4996624886989594,9,165.23084981083755,server-amdrome,6,0.4996668994426727,0.4996662437915802,server-intelbroadwell,5,0.4996671378612518,0.4996660649776459,server-intelcascadelake,5,0.4996679723262787,0.499665230512619,server-intelhaswell,5,0.4996671378612518,0.4996660649776459,server-intelivybridge,5,0.4996672570705414,0.4996658265590668,server-intelsandybridge,5,0.4996672570705414,0.4996658265590668,server-intelskylake,5,0.4996679723262787,0.499665230512619
amd,fmnist,396,45.45529936394173,172,45.45531018350086,7,0.5000025033950806,0.4999939203262329,19,159.05249960023673,server-amdrome,9,0.4999983310699463,0.4999980926513672,server-intelbroadwell,7,0.4999983310699463,0.4999980926513672,server-intelcascadelake,7,0.4999997615814209,0.4999966621398926,server-intelhaswell,7,0.4999983310699463,0.4999980926513672,server-intelivybridge,7,0.5000005960464478,0.4999958276748657,server-intelsandybridge,7,0.5000005960464478,0.4999958276748657,server-intelskylake,7,0.4999997615814209,0.4999966621398926
intel-xwell,fmnist,397,45.635496338650896,234,45.63550877329018,7,0.4723307192325592,0.4723215997219086,34,158.50079760005832,server-amdrome,7,0.4723256230354309,0.4723255634307861,server-intelbroadwell,5,0.4723255634307861,0.4723255336284638,server-intelcascadelake,7,0.4723258316516876,0.472325474023819,server-intelhaswell,5,0.4723255634307861,0.4723255336284638,server-intelivybridge,7,0.4723264276981354,0.4723248183727264,server-intelsandybridge,7,0.4723264276981354,0.4723248183727264,server-intelskylake,7,0.4723258316516876,0.472325474023819
intel-xlake,fmnist,398,53.5202207488296,131,53.52025095439621,2,0.4999580979347229,0.4999486804008484,31,156.9353147283463,server-amdrome,2,0.49995487928390503,0.4999518990516663,server-intelbroadwell,2,0.4999546408653259,0.4999521374702454,server-intelcascadelake,6,0.4999539256095886,0.4999528527259826,server-intelhaswell,2,0.4999546408653259,0.4999521374702454,server-intelivybridge,2,0.4999545216560364,0.4999522566795349,server-intelsandybridge,2,0.4999545216560364,0.4999522566795349,server-intelskylake,6,0.4999539256095886,0.4999528527259826
intel-xbridge,fmnist,399,45.94245899535146,165,45.942471719972964,9,0.5000047087669373,0.4999951720237732,21,157.77884412624047,server-amdrome,9,0.5000016093254089,0.4999982714653015,server-intelbroadwell,9,0.5000035166740417,0.4999963641166687,server-intelcascadelake,9,0.5000018477439879,0.4999980330467224,server-intelhaswell,9,0.5000035166740417,0.4999963641166687,server-intelivybridge,7,0.4999999403953552,0.4999999403953552,server-intelsandybridge,7,0.4999999403953552,0.4999999403953552,server-intelskylake,9,0.5000018477439879,0.4999980330467224
amd,fmnist,400,44.70491746080592,187,44.70492399609172,3,0.4852267503738403,0.4852184355258942,24,161.9763350735609,server-amdrome,0,0.4852224290370941,0.4852224290370941,server-intelbroadwell,3,0.4852244555950165,0.4852206408977509,server-intelcascadelake,3,0.4852253496646881,0.4852196872234345,server-intelhaswell,3,0.4852244555950165,0.4852206408977509,server-intelivybridge,3,0.4852233231067658,0.4852217137813568,server-intelsandybridge,3,0.4852233231067658,0.4852217137813568,server-intelskylake,3,0.4852253496646881,0.4852196872234345
intel-xwell,cifar10,1,58.24871226326179,151,58.248737004887026,0,0.4987942576408386,0.4987845122814178,457,150.39371368653386,server-amdrome,0,0.498790979385376,0.4987876415252686,server-intelbroadwell,2,0.4987894594669342,0.4987892210483551,server-intelcascadelake,0,0.4987924098968506,0.4987862408161163,server-intelhaswell,2,0.4987894594669342,0.4987892210483551,server-intelivybridge,0,0.4987898170948029,0.4987888634204865,server-intelsandybridge,0,0.4987898170948029,0.4987888634204865,server-intelskylake,0,0.4987924098968506,0.4987862408161163
failure,cifar10,2,0.0,728,51.36597412690431,6,0.4999908804893494,0.4999813437461853,500,146.4058198612908,server-amdrome,6,0.4999904036521912,0.4999818205833435,server-intelbroadwell,6,0.4999894499778748,0.4999827742576599,server-intelcascadelake,6,0.4999906420707703,0.4999815821647644,server-intelhaswell,6,0.4999894499778748,0.4999827742576599,server-intelivybridge,6,0.4999887347221375,0.4999834895133972,server-intelsandybridge,6,0.4999887347221375,0.4999834895133972,server-intelskylake,6,0.4999906420707703,0.4999815821647644
intel-xbridge,cifar10,3,51.002424478126535,450,51.0024299510565,9,0.4933349788188934,0.493329793214798,376,151.74792293469014,server-amdrome,9,0.493332713842392,0.4933322370052338,server-intelbroadwell,9,0.4933329522609711,0.49333178997039795,server-intelcascadelake,9,0.49333256483078003,0.4933323264122009,server-intelhaswell,9,0.4933329522609711,0.49333178997039795,server-intelivybridge,0,0.49333256483078003,0.4933323264122009,server-intelsandybridge,0,0.49333256483078003,0.4933323264122009,server-intelskylake,9,0.49333256483078003,0.4933323264122009
amd,cifar10,4,69.08308301652244,85,69.08315897219228,7,0.4394224882125855,0.4394135177135468,71,159.40749491996843,server-amdrome,5,0.4394183158874512,0.4394173622131348,server-intelbroadwell,7,0.4394201040267944,0.4394161701202393,server-intelcascadelake,7,0.439418226480484,0.4394170343875885,server-intelhaswell,7,0.4394201040267944,0.4394161701202393,server-intelivybridge,7,0.4394200146198273,0.4394158720970154,server-intelsandybridge,7,0.4394200146198273,0.4394158720970154,server-intelskylake,7,0.439418226480484,0.4394170343875885
failure,cifar10,6,0.0,178,57.266568397798316,7,0.4989417493343353,0.4989357888698578,500,153.7365811557926,server-amdrome,7,0.4989403486251831,0.4989372491836548,server-intelbroadwell,7,0.4989403486251831,0.4989372491836548,server-intelcascadelake,7,0.4989389181137085,0.4989386796951294,server-intelhaswell,7,0.4989403486251831,0.4989372491836548,server-intelivybridge,7,0.4989405572414398,0.4989369809627533,server-intelsandybridge,7,0.4989405572414398,0.4989369809627533,server-intelskylake,7,0.4989389181137085,0.4989386796951294
intel-xbridge,cifar10,7,58.734024850875684,125,58.734038130939076,8,0.4999710321426392,0.4999674558639526,49,160.59633678082363,server-amdrome,0,0.4999693632125855,0.4999691247940064,server-intelbroadwell,0,0.4999697208404541,0.4999687671661377,server-intelcascadelake,0,0.4999697208404541,0.4999687671661377,server-intelhaswell,0,0.4999697208404541,0.4999687671661377,server-intelivybridge,8,0.4999693632125855,0.4999691247940064,server-intelsandybridge,8,0.4999693632125855,0.4999691247940064,server-intelskylake,0,0.4999697208404541,0.4999687671661377
failure,cifar10,8,0.0,1316,73.23199418625269,5,0.4938614368438721,0.4938525855541229,500,154.5226645785589,server-amdrome,5,0.4938628375530243,0.49385136365890503,server-intelbroadwell,5,0.4938616156578064,0.4938526451587677,server-intelcascadelake,5,0.4938615560531616,0.4938527047634125,server-intelhaswell,5,0.4938616156578064,0.4938526451587677,server-intelivybridge,5,0.4938608705997467,0.4938533008098602,server-intelsandybridge,5,0.4938608705997467,0.4938533008098602,server-intelskylake,5,0.4938615560531616,0.4938527047634125
failure,cifar10,10,0.0,475,56.49989753347409,7,0.4952861368656158,0.4952764511108398,500,154.2020397334133,server-amdrome,7,0.4952818155288696,0.4952808618545532,server-intelbroadwell,7,0.4952858090400696,0.4952768385410309,server-intelcascadelake,7,0.4952846169471741,0.495278000831604,server-intelhaswell,7,0.4952858090400696,0.4952768385410309,server-intelivybridge,7,0.4952841699123383,0.4952785074710846,server-intelsandybridge,7,0.4952841699123383,0.4952785074710846,server-intelskylake,7,0.4952846169471741,0.495278000831604
failure,cifar10,11,0.0,290,57.014451806481425,2,0.4999316930770874,0.4999278783798218,500,164.33357603678635,server-amdrome,2,0.4999314546585083,0.4999281167984009,server-intelbroadwell,2,0.4999314546585083,0.4999281167984009,server-intelcascadelake,2,0.4999326467514038,0.4999269247055054,server-intelhaswell,2,0.4999314546585083,0.4999281167984009,server-intelivybridge,2,0.4999321699142456,0.4999274015426636,server-intelsandybridge,2,0.4999321699142456,0.4999274015426636,server-intelskylake,2,0.4999326467514038,0.4999269247055054
failure,cifar10,12,0.0,1089,54.55407439657676,7,0.4999432563781738,0.4999333620071411,500,152.76583031566832,server-amdrome,7,0.4999411106109619,0.49993550777435297,server-intelbroadwell,7,0.4999421834945679,0.4999345541000366,server-intelcascadelake,7,0.49994242191314703,0.4999343156814575,server-intelhaswell,7,0.4999421834945679,0.4999345541000366,server-intelivybridge,7,0.4999423027038574,0.4999343156814575,server-intelsandybridge,7,0.4999423027038574,0.4999343156814575,server-intelskylake,7,0.49994242191314703,0.4999343156814575
failure,cifar10,13,0.0,440,55.270977531724405,9,0.4999552369117737,0.4999457001686096,500,147.55212217364448,server-amdrome,9,0.4999526143074036,0.4999483227729797,server-intelbroadwell,9,0.4999533295631409,0.4999476075172424,server-intelcascadelake,9,0.4999544024467468,0.4999465346336365,server-intelhaswell,9,0.4999533295631409,0.4999476075172424,server-intelivybridge,9,0.4999542832374573,0.499946653842926,server-intelsandybridge,9,0.4999542832374573,0.499946653842926,server-intelskylake,9,0.4999544024467468,0.4999465346336365
failure,cifar10,14,0.0,1078,52.898226708754386,2,0.4999411702156067,0.4999316334724426,500,149.16637337173896,server-amdrome,2,0.4999408125877381,0.4999319911003113,server-intelbroadwell,2,0.4999415278434754,0.499931275844574,server-intelcascadelake,2,0.4999415278434754,0.499931275844574,server-intelhaswell,2,0.4999415278434754,0.499931275844574,server-intelivybridge,2,0.4999403357505798,0.4999324679374695,server-intelsandybridge,2,0.4999403357505798,0.4999324679374695,server-intelskylake,2,0.4999415278434754,0.499931275844574
failure,cifar10,15,0.0,1236,58.794305494427654,8,0.4948827922344208,0.4948731064796448,500,150.16554713636768,server-amdrome,8,0.4948829114437103,0.4948731064796448,server-intelbroadwell,8,0.4948833882808685,0.4948725402355194,server-intelcascadelake,8,0.4948808252811432,0.4948751628398895,server-intelhaswell,8,0.4948833882808685,0.4948725402355194,server-intelivybridge,8,0.4948821067810058,0.494873970746994,server-intelsandybridge,8,0.4948821067810058,0.494873970746994,server-intelskylake,8,0.4948808252811432,0.4948751628398895
failure,cifar10,16,0.0,622,62.92647406841972,0,0.3915255069732666,0.3915156126022339,500,147.438871654323,server-amdrome,0,0.3915250897407532,0.39151865243911743,server-intelbroadwell,0,0.3915242850780487,0.3915196061134337,server-intelcascadelake,0,0.3915245532989502,0.39151877164840704,server-intelhaswell,0,0.3915242850780487,0.3915196061134337,server-intelivybridge,0,0.3915233612060547,0.3915206491947174,server-intelsandybridge,0,0.3915233612060547,0.3915206491947174,server-intelskylake,0,0.3915245532989502,0.39151877164840704
failure,cifar10,17,0.0,749,53.892985917389574,8,0.4965760707855225,0.4965663552284241,500,152.736688862534,server-amdrome,8,0.4965729117393494,0.4965697228908539,server-intelbroadwell,8,0.4965731501579285,0.4965694844722748,server-intelcascadelake,8,0.4965735971927643,0.4965688586235046,server-intelhaswell,8,0.4965731501579285,0.4965694844722748,server-intelivybridge,8,0.4965744316577912,0.4965681433677673,server-intelsandybridge,8,0.4965744316577912,0.4965681433677673,server-intelskylake,8,0.4965735971927643,0.4965688586235046
intel-xbridge,cifar10,19,68.84274871423268,321,68.84285935132958,1,0.4345950782299042,0.4345852732658386,401,147.21851678144515,server-amdrome,1,0.4345917999744415,0.4345899522304535,server-intelbroadwell,1,0.4345916509628296,0.4345898628234863,server-intelcascadelake,1,0.4345917105674744,0.4345901310443878,server-intelhaswell,1,0.4345916509628296,0.4345898628234863,server-intelivybridge,9,0.4345907866954804,0.4345898926258087,server-intelsandybridge,9,0.4345907866954804,0.4345898926258087,server-intelskylake,1,0.4345917105674744,0.4345901310443878
intel-xwell,cifar10,20,80.67216328276076,87,80.67217949355032,2,0.4996910691261292,0.4996820092201233,126,144.3996591723513,server-amdrome,2,0.499687522649765,0.4996856153011322,server-intelbroadwell,4,0.4996866881847382,0.4996864497661591,server-intelcascadelake,2,0.4996870458126068,0.4996860921382904,server-intelhaswell,4,0.4996866881847382,0.4996864497661591,server-intelivybridge,2,0.4996878802776337,0.4996852576732636,server-intelsandybridge,2,0.4996878802776337,0.4996852576732636,server-intelskylake,2,0.4996870458126068,0.4996860921382904
amd,cifar10,21,53.134005906640006,199,53.13403110359319,2,0.4964787364006042,0.496469259262085,193,150.1192143194439,server-amdrome,5,0.4964746236801148,0.4964734315872192,server-intelbroadwell,2,0.4964762628078461,0.4964717626571655,server-intelcascadelake,2,0.4964768588542938,0.4964711666107178,server-intelhaswell,2,0.4964762628078461,0.4964717626571655,server-intelivybridge,2,0.4964754581451416,0.4964726269245148,server-intelsandybridge,2,0.4964754581451416,0.4964726269245148,server-intelskylake,2,0.4964768588542938,0.4964711666107178
failure,cifar10,22,0.0,403,51.4837458156389,3,0.4046905338764191,0.40468060970306396,500,145.38995062079147,server-amdrome,3,0.4046861827373505,0.4046846032142639,server-intelbroadwell,3,0.4046863913536072,0.4046835005283356,server-intelcascadelake,3,0.40468600392341614,0.4046831429004669,server-intelhaswell,3,0.4046863913536072,0.4046835005283356,server-intelivybridge,3,0.40468671917915344,0.4046819508075714,server-intelsandybridge,3,0.40468671917915344,0.4046819508075714,server-intelskylake,3,0.40468600392341614,0.4046831429004669
intel-xwell,cifar10,23,56.59276005117551,164,56.59276095239493,5,0.4993113279342651,0.4993078708648682,30,176.0473829109692,server-amdrome,5,0.4993112683296204,0.499307930469513,server-intelbroadwell,2,0.4993097186088562,0.4993094801902771,server-intelcascadelake,5,0.4993109107017517,0.4993082880973816,server-intelhaswell,2,0.4993097186088562,0.4993094801902771,server-intelivybridge,5,0.4993109107017517,0.4993082880973816,server-intelsandybridge,5,0.4993109107017517,0.4993082880973816,server-intelskylake,5,0.4993109107017517,0.4993082880973816
intel-xwell,cifar10,24,72.88026505565607,81,72.88032974429457,2,0.4999810457229614,0.4999736547470093,23,160.96833365007774,server-amdrome,0,0.4999774694442749,0.4999772310256958,server-intelbroadwell,2,0.499977707862854,0.4999769926071167,server-intelcascadelake,0,0.499977707862854,0.4999769926071167,server-intelhaswell,2,0.499977707862854,0.4999769926071167,server-intelivybridge,0,0.4999783039093018,0.499976396560669,server-intelsandybridge,0,0.4999783039093018,0.499976396560669,server-intelskylake,0,0.499977707862854,0.4999769926071167
amd,cifar10,25,64.50473913347223,476,64.50473913347223,0,0.4346109628677368,0.4346082806587219,384,173.49904690346267,server-amdrome,6,0.4346095621585846,0.4346095323562622,server-intelbroadwell,0,0.43461060523986816,0.4346087872982025,server-intelcascadelake,0,0.43461039662361145,0.4346088469028473,server-intelhaswell,0,0.43461060523986816,0.4346087872982025,server-intelivybridge,0,0.4346110224723816,0.4346086084842682,server-intelsandybridge,0,0.4346110224723816,0.4346086084842682,server-intelskylake,0,0.43461039662361145,0.4346088469028473
