identified_MA,model_type,sample_index,total_psnr,local_steps,local_psnr,local_label,local_conf1,local_conf2,remote_steps,remote_psnr,s0_hostname,s0_label,s0_conf1,s0_conf2,s1_hostname,s1_label,s1_conf1,s1_conf2,s2_hostname,s2_label,s2_conf1,s2_conf2,s3_hostname,s3_label,s3_conf1,s3_conf2,s4_hostname,s4_label,s4_conf1,s4_conf2,s5_hostname,s5_label,s5_conf1,s5_conf2
intel-xbridge,fmnist,115,65.62926551651445,120,65.62939997370886,6,0.4636649787425995,0.463655412197113,36,158.02401202519732,server-intelbroadwell,6,0.4636609256267548,0.4636596441268921,server-intelcascadelake,6,0.4636614918708801,0.4636592268943786,server-intelhaswell,6,0.4636609256267548,0.4636596441268921,server-intelivybridge,4,0.4636605679988861,0.463659793138504,server-intelsandybridge,4,0.4636605679988861,0.463659793138504,server-intelskylake,6,0.4636614918708801,0.4636592268943786
intel-xlake,fmnist,116,40.99459560160796,233,40.99460076669496,7,0.4858270287513733,0.4858170747756958,29,159.23018440296826,server-intelbroadwell,7,0.4858226776123047,0.485821008682251,server-intelcascadelake,9,0.4858224093914032,0.4858213067054749,server-intelhaswell,7,0.4858226776123047,0.485821008682251,server-intelivybridge,7,0.485822856426239,0.4858210384845734,server-intelsandybridge,7,0.485822856426239,0.4858210384845734,server-intelskylake,9,0.4858224093914032,0.4858213067054749
intel-xbridge,fmnist,118,43.39975544987424,220,43.39976339952875,5,0.3699894845485687,0.36998021602630615,31,158.30927610686666,server-intelbroadwell,5,0.3699861764907837,0.3699837923049927,server-intelcascadelake,5,0.3699856698513031,0.3699846565723419,server-intelhaswell,5,0.3699861764907837,0.3699837923049927,server-intelivybridge,8,0.3699851334095001,0.3699848651885986,server-intelsandybridge,8,0.3699851334095001,0.3699848651885986,server-intelskylake,5,0.3699856698513031,0.3699846565723419
intel-xwell,fmnist,119,47.47121640560714,127,47.47122787948024,7,0.500002920627594,0.4999962449073792,26,161.2401105192606,server-intelbroadwell,9,0.500000536441803,0.4999986290931702,server-intelcascadelake,7,0.4999996423721314,0.4999994039535522,server-intelhaswell,9,0.500000536441803,0.4999986290931702,server-intelivybridge,7,0.4999998807907105,0.4999991655349731,server-intelsandybridge,7,0.4999998807907105,0.4999991655349731,server-intelskylake,7,0.4999996423721314,0.4999994039535522
intel-xbridge,fmnist,120,43.963758019485425,284,43.96377258154256,2,0.499825119972229,0.4998154640197754,97,153.0814651491321,server-intelbroadwell,2,0.4998223185539246,0.4998182654380798,server-intelcascadelake,2,0.4998226165771485,0.499817967414856,server-intelhaswell,2,0.4998223185539246,0.4998182654380798,server-intelivybridge,3,0.4998207688331604,0.499819815158844,server-intelsandybridge,3,0.4998207688331604,0.499819815158844,server-intelskylake,2,0.4998226165771485,0.499817967414856
failure,cifar10,25,0.0,476,64.50473913347223,0,0.4346109628677368,0.4346082806587219,500,168.04021216017364,server-intelbroadwell,0,0.4346112310886383,0.4346079826354981,server-intelcascadelake,0,0.43461138010025024,0.43460771441459656,server-intelhaswell,0,0.4346112310886383,0.4346079826354981,server-intelivybridge,0,0.43461138010025024,0.4346082806587219,server-intelsandybridge,0,0.43461138010025024,0.4346082806587219,server-intelskylake,0,0.43461138010025024,0.43460771441459656
intel-xlake,fmnist,122,49.656969902677844,143,49.65698158238724,3,0.4994840621948242,0.4994746446609497,11,163.50683728365743,server-intelbroadwell,3,0.4994800090789795,0.4994786977767944,server-intelcascadelake,6,0.4994794130325317,0.4994791746139526,server-intelhaswell,3,0.4994800090789795,0.4994786977767944,server-intelivybridge,3,0.4994798898696899,0.499478816986084,server-intelsandybridge,3,0.4994798898696899,0.499478816986084,server-intelskylake,6,0.4994794130325317,0.4994791746139526
intel-xlake,fmnist,123,47.13337443368887,161,47.13338749848254,1,0.4965367913246155,0.4965268969535828,17,159.95221073890062,server-intelbroadwell,1,0.4965325593948364,0.4965312480926514,server-intelcascadelake,3,0.4965322315692902,0.4965316355228424,server-intelhaswell,1,0.4965325593948364,0.4965312480926514,server-intelivybridge,1,0.4965327382087708,0.49653106927871704,server-intelsandybridge,1,0.4965327382087708,0.49653106927871704,server-intelskylake,3,0.4965322315692902,0.4965316355228424
intel-xbridge,fmnist,124,47.6798662418169,185,47.6798833736441,0,0.499995470046997,0.4999866485595703,30,155.88383164430158,server-intelbroadwell,0,0.499991774559021,0.4999903440475464,server-intelcascadelake,0,0.4999918937683106,0.4999902248382568,server-intelhaswell,0,0.499991774559021,0.4999903440475464,server-intelivybridge,2,0.49999123811721796,0.4999909996986389,server-intelsandybridge,2,0.49999123811721796,0.4999909996986389,server-intelskylake,0,0.4999918937683106,0.4999902248382568
intel-xbridge,fmnist,125,43.768068426664435,356,43.76808610942477,4,0.4999846816062927,0.4999749064445496,60,150.88075263147826,server-intelbroadwell,4,0.49998170137405396,0.4999778866767883,server-intelcascadelake,4,0.4999815821647644,0.4999780058860779,server-intelhaswell,4,0.49998170137405396,0.4999778866767883,server-intelivybridge,6,0.4999800324440002,0.4999795556068421,server-intelsandybridge,6,0.4999800324440002,0.4999795556068421,server-intelskylake,4,0.4999815821647644,0.4999780058860779
intel-xwell,fmnist,126,46.24208697281482,246,46.24211124714481,4,0.4999995827674866,0.4999900460243225,52,152.13137209900344,server-intelbroadwell,6,0.4999949932098389,0.4999945163726807,server-intelcascadelake,4,0.4999948740005493,0.4999946355819702,server-intelhaswell,6,0.4999949932098389,0.4999945163726807,server-intelivybridge,4,0.4999955892562866,0.4999939203262329,server-intelsandybridge,4,0.4999955892562866,0.4999939203262329,server-intelskylake,4,0.4999948740005493,0.4999946355819702
failure,cifar10,26,0.0,423,76.94947696369492,2,0.4999958872795105,0.4999868273735046,500,152.9194568059083,server-intelbroadwell,2,0.4999949336051941,0.49998778104782104,server-intelcascadelake,2,0.4999942183494568,0.4999884963035584,server-intelhaswell,2,0.4999949336051941,0.49998778104782104,server-intelivybridge,2,0.4999951720237732,0.4999875426292419,server-intelsandybridge,2,0.4999951720237732,0.4999875426292419,server-intelskylake,2,0.4999942183494568,0.4999884963035584
intel-xbridge,fmnist,127,43.605975442548655,265,43.60598849058548,9,0.5000039935112001,0.4999944567680359,40,154.40739109673675,server-intelbroadwell,9,0.5000004172325134,0.4999980330467224,server-intelcascadelake,9,0.4999996423721314,0.4999986886978149,server-intelhaswell,9,0.5000004172325134,0.4999980330467224,server-intelivybridge,7,0.4999994039535522,0.4999989271163941,server-intelsandybridge,7,0.4999994039535522,0.4999989271163941,server-intelskylake,9,0.4999996423721314,0.4999986886978149
intel-xlake,fmnist,128,47.82998301802762,187,47.83000171099826,0,0.4984728991985321,0.498464822769165,39,155.809520504875,server-intelbroadwell,0,0.4984695911407471,0.498468279838562,server-intelcascadelake,2,0.4984694719314575,0.498468279838562,server-intelhaswell,0,0.4984695911407471,0.498468279838562,server-intelivybridge,0,0.4984697103500366,0.4984681606292725,server-intelsandybridge,0,0.4984697103500366,0.4984681606292725,server-intelskylake,2,0.4984694719314575,0.498468279838562
intel-xbridge,fmnist,129,54.08017847305218,140,54.080210814088154,3,0.4999802112579346,0.4999703168869018,21,158.92156414332044,server-intelbroadwell,3,0.4999772310256958,0.4999732971191406,server-intelcascadelake,3,0.4999766945838928,0.4999738335609436,server-intelhaswell,3,0.4999772310256958,0.4999732971191406,server-intelivybridge,2,0.4999756813049317,0.4999748468399048,server-intelsandybridge,2,0.4999756813049317,0.4999748468399048,server-intelskylake,3,0.4999766945838928,0.4999738335609436
intel-xbridge,fmnist,130,56.995193868275564,108,56.99522402437891,5,0.5000018477439879,0.4999937415122986,12,164.10846094583115,server-intelbroadwell,5,0.4999985098838806,0.499997079372406,server-intelcascadelake,5,0.4999992251396179,0.4999963641166687,server-intelhaswell,5,0.4999985098838806,0.499997079372406,server-intelivybridge,7,0.4999983906745911,0.4999971985816956,server-intelsandybridge,7,0.4999983906745911,0.4999971985816956,server-intelskylake,5,0.4999992251396179,0.4999963641166687
intel-xbridge,fmnist,131,58.36428991909057,101,58.36434073705789,6,0.4994513392448425,0.4994432330131531,20,158.61142112993815,server-intelbroadwell,0,0.4994473159313202,0.4994473159313202,server-intelcascadelake,0,0.4994473159313202,0.4994473159313202,server-intelhaswell,0,0.4994473159313202,0.4994473159313202,server-intelivybridge,6,0.499450147151947,0.4994444251060486,server-intelsandybridge,6,0.499450147151947,0.4994444251060486,server-intelskylake,0,0.4994473159313202,0.4994473159313202
intel-xwell,fmnist,132,49.7776779600041,120,49.77769034417224,7,0.4995710253715515,0.4995618462562561,7,163.05599188268906,server-intelbroadwell,5,0.4995669424533844,0.4995661079883576,server-intelcascadelake,7,0.4995681345462799,0.4995647966861725,server-intelhaswell,5,0.4995669424533844,0.4995661079883576,server-intelivybridge,7,0.4995687603950501,0.4995641112327576,server-intelsandybridge,7,0.4995687603950501,0.4995641112327576,server-intelskylake,7,0.4995681345462799,0.4995647966861725
intel-xbridge,fmnist,133,45.69422564095119,168,45.69423355504519,1,0.4998266100883484,0.4998169541358948,17,161.99211851447168,server-intelbroadwell,1,0.4998222589492798,0.4998213052749634,server-intelcascadelake,1,0.4998227953910828,0.4998207688331604,server-intelhaswell,1,0.4998222589492798,0.4998213052749634,server-intelivybridge,3,0.4998218417167664,0.4998217225074768,server-intelsandybridge,3,0.4998218417167664,0.4998217225074768,server-intelskylake,1,0.4998227953910828,0.4998207688331604
intel-xbridge,fmnist,134,42.3819157718848,241,42.381923974601605,7,0.4872722327709198,0.4872623085975647,42,157.4700049147017,server-intelbroadwell,7,0.4872678816318512,0.4872663021087647,server-intelcascadelake,7,0.4872685074806213,0.4872657060623169,server-intelhaswell,7,0.4872678816318512,0.4872663021087647,server-intelivybridge,9,0.487267255783081,0.4872668385505676,server-intelsandybridge,9,0.487267255783081,0.4872668385505676,server-intelskylake,7,0.4872685074806213,0.4872657060623169
failure,cifar10,28,0.0,475,54.48701937737209,1,0.4994712769985199,0.4994626939296722,500,151.05831537891598,server-intelbroadwell,1,0.4994684159755707,0.4994655549526215,server-intelcascadelake,1,0.4994679391384125,0.4994660317897797,server-intelhaswell,1,0.4994684159755707,0.4994655549526215,server-intelivybridge,1,0.4994692504405975,0.4994647204875946,server-intelsandybridge,1,0.4994692504405975,0.4994647204875946,server-intelskylake,1,0.4994679391384125,0.4994660317897797
intel-xbridge,fmnist,135,44.74051216059518,193,44.74052204420247,1,0.4999575614929199,0.4999499320983887,20,159.92283758756508,server-intelbroadwell,1,0.4999545216560364,0.4999530911445618,server-intelcascadelake,1,0.4999551177024841,0.499952495098114,server-intelhaswell,1,0.4999545216560364,0.4999530911445618,server-intelivybridge,3,0.4999541640281677,0.4999534487724304,server-intelsandybridge,3,0.4999541640281677,0.4999534487724304,server-intelskylake,1,0.4999551177024841,0.499952495098114
intel-xbridge,cifar10,29,56.02960086289252,176,56.029611549721956,8,0.4997548460960388,0.4997503161430359,54,157.2734598868794,server-intelbroadwell,8,0.4997527599334717,0.4997525215148926,server-intelcascadelake,8,0.4997531771659851,0.4997519850730896,server-intelhaswell,8,0.4997527599334717,0.4997525215148926,server-intelivybridge,0,0.4997526407241821,0.4997526407241821,server-intelsandybridge,0,0.4997526407241821,0.4997526407241821,server-intelskylake,8,0.4997531771659851,0.4997519850730896
intel-xlake,fmnist,136,65.73632183643242,124,65.73653780690029,6,0.4999966025352478,0.4999870657920837,41,153.828325258533,server-intelbroadwell,6,0.4999921917915344,0.4999914765357971,server-intelcascadelake,0,0.4999918341636658,0.4999918341636658,server-intelhaswell,6,0.4999921917915344,0.4999914765357971,server-intelivybridge,6,0.4999980330467224,0.4999856352806091,server-intelsandybridge,6,0.4999980330467224,0.4999856352806091,server-intelskylake,0,0.4999918341636658,0.4999918341636658
intel-xlake,fmnist,137,70.9330137707439,87,70.9332608980679,3,0.4994224309921265,0.4994132518768311,19,158.23108557688,server-intelbroadwell,3,0.4994187653064728,0.4994169771671295,server-intelcascadelake,2,0.4994180500507355,0.4994176924228668,server-intelhaswell,3,0.4994187653064728,0.4994169771671295,server-intelivybridge,3,0.4994200170040129,0.4994157254695892,server-intelsandybridge,3,0.4994200170040129,0.4994157254695892,server-intelskylake,2,0.4994180500507355,0.4994176924228668
intel-xbridge,fmnist,138,49.132806474131314,139,49.132819737372046,3,0.4995041191577912,0.4994959533214569,18,162.11211682391996,server-intelbroadwell,1,0.4995001256465912,0.4994998872280121,server-intelcascadelake,1,0.4995000064373016,0.4995000064373016,server-intelhaswell,1,0.4995001256465912,0.4994998872280121,server-intelivybridge,3,0.4995029866695404,0.4994970262050629,server-intelsandybridge,3,0.4995029866695404,0.4994970262050629,server-intelskylake,1,0.4995000064373016,0.4995000064373016
intel-xlake,fmnist,139,45.45666367323921,218,45.45667976893096,8,0.5000004172325134,0.4999915957450866,36,154.40617814216273,server-intelbroadwell,8,0.4999966025352478,0.4999954104423523,server-intelcascadelake,9,0.4999961256980896,0.4999958872795105,server-intelhaswell,8,0.4999966025352478,0.4999954104423523,server-intelivybridge,8,0.4999968409538269,0.4999951720237732,server-intelsandybridge,8,0.4999968409538269,0.4999951720237732,server-intelskylake,9,0.4999961256980896,0.4999958872795105
intel-xbridge,fmnist,141,63.8298776420976,129,63.8298776420976,2,0.5000014901161194,0.4999931454658508,0,inf,server-intelbroadwell,2,0.5000018477439879,0.4999927878379822,server-intelcascadelake,2,0.5000035166740417,0.4999911189079285,server-intelhaswell,2,0.5000018477439879,0.4999927878379822,server-intelivybridge,6,0.5000001788139343,0.4999944567680359,server-intelsandybridge,6,0.5000001788139343,0.4999944567680359,server-intelskylake,2,0.5000035166740417,0.4999911189079285
intel-xbridge,fmnist,142,55.60748247060524,122,55.6074982731201,2,0.4713893830776215,0.4713802933692932,16,166.08559814374803,server-intelbroadwell,2,0.4713856279850006,0.4713840484619141,server-intelcascadelake,2,0.4713878929615021,0.4713816046714783,server-intelhaswell,2,0.4713856279850006,0.4713840484619141,server-intelivybridge,6,0.4713848233222962,0.4713847041130066,server-intelsandybridge,6,0.4713848233222962,0.4713847041130066,server-intelskylake,2,0.4713878929615021,0.4713816046714783
failure,cifar10,30,0.0,482,61.6657655278918,6,0.500004768371582,0.49999523162841797,500,149.19962961092378,server-intelbroadwell,6,0.5000038146972656,0.4999961853027344,server-intelcascadelake,6,0.5000009536743164,0.4999990463256836,server-intelhaswell,6,0.5000038146972656,0.4999961853027344,server-intelivybridge,6,0.500004768371582,0.49999523162841797,server-intelsandybridge,6,0.500004768371582,0.49999523162841797,server-intelskylake,6,0.5000009536743164,0.4999990463256836
intel-xwell,fmnist,143,49.918162219109966,155,49.918181599909104,7,0.5000026822090149,0.4999938607215881,17,158.74576767995515,server-intelbroadwell,9,0.4999983310699463,0.4999980926513672,server-intelcascadelake,7,0.4999982118606568,0.4999982118606568,server-intelhaswell,9,0.4999983310699463,0.4999980926513672,server-intelivybridge,7,0.4999994039535522,0.4999970197677612,server-intelsandybridge,7,0.4999994039535522,0.4999970197677612,server-intelskylake,7,0.4999982118606568,0.4999982118606568
intel-xwell,fmnist,145,50.76360157087625,158,50.763621349447725,7,0.4999787211418152,0.4999703764915466,18,160.19162457685815,server-intelbroadwell,5,0.4999753832817078,0.4999737143516541,server-intelcascadelake,7,0.4999765753746033,0.4999725222587586,server-intelhaswell,5,0.4999753832817078,0.4999737143516541,server-intelivybridge,7,0.4999753832817078,0.4999737143516541,server-intelsandybridge,7,0.4999753832817078,0.4999737143516541,server-intelskylake,7,0.4999765753746033,0.4999725222587586
intel-xlake,fmnist,146,58.59222435098383,139,58.592302186411885,2,0.4999994039535522,0.4999915361404419,32,154.68676398196072,server-intelbroadwell,2,0.4999966621398926,0.4999942779541016,server-intelcascadelake,4,0.4999955892562866,0.4999953508377075,server-intelhaswell,2,0.4999966621398926,0.4999942779541016,server-intelivybridge,2,0.4999967813491821,0.499994158744812,server-intelsandybridge,2,0.4999967813491821,0.499994158744812,server-intelskylake,4,0.4999955892562866,0.4999953508377075
intel-xbridge,fmnist,147,56.05608939313291,146,56.056150322674405,2,0.4979174733161926,0.4979076087474823,46,153.9656734714498,server-intelbroadwell,2,0.4979133903980255,0.4979117214679718,server-intelcascadelake,2,0.4979128241539002,0.4979123473167419,server-intelhaswell,2,0.4979133903980255,0.4979117214679718,server-intelivybridge,4,0.4979126453399658,0.4979125261306762,server-intelsandybridge,4,0.4979126453399658,0.4979125261306762,server-intelskylake,2,0.4979128241539002,0.4979123473167419
intel-xbridge,fmnist,148,53.6256824525335,186,53.62572341322612,2,0.4994217157363892,0.4994121789932251,37,154.79457689392754,server-intelbroadwell,2,0.4994176924228668,0.4994162619113922,server-intelcascadelake,2,0.4994184076786041,0.4994155466556549,server-intelhaswell,2,0.4994176924228668,0.4994162619113922,server-intelivybridge,6,0.4994172155857086,0.4994167387485504,server-intelsandybridge,6,0.4994172155857086,0.4994167387485504,server-intelskylake,2,0.4994184076786041,0.4994155466556549
failure,cifar10,31,0.0,482,69.16747466658143,0,0.4988284707069397,0.4988196790218353,500,148.5844951313854,server-intelbroadwell,0,0.4988257586956024,0.498822420835495,server-intelcascadelake,0,0.4988261163234711,0.4988220632076264,server-intelhaswell,0,0.4988257586956024,0.498822420835495,server-intelivybridge,0,0.4988251030445099,0.498822957277298,server-intelsandybridge,0,0.4988251030445099,0.498822957277298,server-intelskylake,0,0.4988261163234711,0.4988220632076264
intel-xbridge,fmnist,149,51.90326090465853,163,51.903283863131094,0,0.4999975562095642,0.4999882578849793,33,158.46249741375559,server-intelbroadwell,0,0.4999933838844299,0.4999924302101135,server-intelcascadelake,0,0.499993622303009,0.4999921917915344,server-intelhaswell,0,0.4999933838844299,0.4999924302101135,server-intelivybridge,2,0.4999931454658508,0.4999926686286926,server-intelsandybridge,2,0.4999931454658508,0.4999926686286926,server-intelskylake,0,0.499993622303009,0.4999921917915344
intel-xwell,fmnist,150,60.585182999366,104,60.585230738209475,6,0.4999417066574097,0.4999350309371948,19,161.75334963267275,server-intelbroadwell,0,0.4999388456344605,0.499937891960144,server-intelcascadelake,6,0.4999386072158814,0.4999381303787232,server-intelhaswell,0,0.4999388456344605,0.499937891960144,server-intelivybridge,6,0.4999399185180664,0.4999368190765381,server-intelsandybridge,6,0.4999399185180664,0.4999368190765381,server-intelskylake,6,0.4999386072158814,0.4999381303787232
intel-xlake,fmnist,152,52.12480814583489,160,52.12483391655649,6,0.4998084306716919,0.4998008012771606,21,158.07693054614631,server-intelbroadwell,6,0.4998052418231964,0.4998040497303009,server-intelcascadelake,2,0.4998051226139069,0.4998041689395905,server-intelhaswell,6,0.4998052418231964,0.4998040497303009,server-intelivybridge,6,0.499805897474289,0.4998033940792084,server-intelsandybridge,6,0.499805897474289,0.4998033940792084,server-intelskylake,2,0.4998051226139069,0.4998041689395905
intel-xbridge,cifar10,32,76.61608377198972,139,76.61604979441039,0,0.4808961451053619,0.4808867573738098,279,157.0897430841987,server-intelbroadwell,0,0.4808930456638336,0.480889618396759,server-intelcascadelake,0,0.4808947145938873,0.4808880686759949,server-intelhaswell,0,0.4808930456638336,0.480889618396759,server-intelivybridge,7,0.4808914959430695,0.48089122772216797,server-intelsandybridge,7,0.4808914959430695,0.48089122772216797,server-intelskylake,0,0.4808947145938873,0.4808880686759949
intel-xwell,fmnist,153,50.734863539049734,151,50.73488365498826,0,0.5000027418136597,0.4999943971633911,30,157.76493120117402,server-intelbroadwell,2,0.4999986886978149,0.4999984502792358,server-intelcascadelake,0,0.4999995231628418,0.499997615814209,server-intelhaswell,2,0.4999986886978149,0.4999984502792358,server-intelivybridge,0,0.4999985694885254,0.4999985694885254,server-intelsandybridge,0,0.4999985694885254,0.4999985694885254,server-intelskylake,0,0.4999995231628418,0.499997615814209
intel-xwell,fmnist,154,43.32513637390637,218,43.325146906136354,1,0.4856994152069092,0.4856894612312317,15,157.3507953787669,server-intelbroadwell,2,0.4856947064399719,0.4856939017772674,server-intelcascadelake,1,0.4856945872306824,0.4856941103935242,server-intelhaswell,2,0.4856947064399719,0.4856939017772674,server-intelivybridge,1,0.4856968224048615,0.4856918454170227,server-intelsandybridge,1,0.4856968224048615,0.4856918454170227,server-intelskylake,1,0.4856945872306824,0.4856941103935242
intel-xwell,fmnist,155,83.04106116614878,120,83.0405608419649,6,0.4976872503757477,0.4976781606674194,27,156.90517250233574,server-intelbroadwell,0,0.4976827502250672,0.4976825714111328,server-intelcascadelake,6,0.4976838827133178,0.4976816773414612,server-intelhaswell,0,0.4976827502250672,0.4976825714111328,server-intelivybridge,6,0.4976843595504761,0.4976811110973358,server-intelsandybridge,6,0.4976843595504761,0.4976811110973358,server-intelskylake,6,0.4976838827133178,0.4976816773414612
intel-xbridge,fmnist,156,49.337200674217435,194,49.337224410012254,2,0.4996757209300995,0.4996659457683563,52,153.64079864607055,server-intelbroadwell,2,0.4996718466281891,0.4996697008609772,server-intelcascadelake,2,0.4996712505817413,0.4996704161167145,server-intelhaswell,2,0.4996718466281891,0.4996697008609772,server-intelivybridge,3,0.4996708929538727,0.4996707737445831,server-intelsandybridge,3,0.4996708929538727,0.4996707737445831,server-intelskylake,2,0.4996712505817413,0.4996704161167145
intel-xlake,fmnist,159,57.3378685808395,251,57.33794267173253,6,0.4998774826526642,0.4998684227466583,43,153.17423708664916,server-intelbroadwell,6,0.4998747408390045,0.499871164560318,server-intelcascadelake,8,0.4998733103275299,0.4998725950717926,server-intelhaswell,6,0.4998747408390045,0.499871164560318,server-intelivybridge,6,0.4998743832111359,0.4998715221881866,server-intelsandybridge,6,0.4998743832111359,0.4998715221881866,server-intelskylake,8,0.4998733103275299,0.4998725950717926
failure,cifar10,33,0.0,401,65.92762125888802,2,0.4992413818836212,0.4992313981056213,500,149.2092930123296,server-intelbroadwell,2,0.4992397129535675,0.4992330372333527,server-intelcascadelake,2,0.4992384016513825,0.4992343485355377,server-intelhaswell,2,0.4992397129535675,0.4992330372333527,server-intelivybridge,2,0.4992387592792511,0.499233990907669,server-intelsandybridge,2,0.4992387592792511,0.499233990907669,server-intelskylake,2,0.4992384016513825,0.4992343485355377
intel-xwell,fmnist,160,52.137383080388965,143,52.13741764871135,0,0.49921053647995,0.499201089143753,35,154.35671450757388,server-intelbroadwell,6,0.4992058873176575,0.4992057085037232,server-intelcascadelake,0,0.4992070198059082,0.4992045760154724,server-intelhaswell,6,0.4992058873176575,0.4992057085037232,server-intelivybridge,0,0.4992071390151978,0.4992044568061829,server-intelsandybridge,0,0.4992071390151978,0.4992044568061829,server-intelskylake,0,0.4992070198059082,0.4992045760154724
intel-xlake,fmnist,161,57.73952132610348,177,57.73959526123808,5,0.4567690193653106,0.456760048866272,29,155.8296134404637,server-intelbroadwell,5,0.4567643404006958,0.4567636847496033,server-intelcascadelake,7,0.4567641019821167,0.4567638635635376,server-intelhaswell,5,0.4567643404006958,0.4567636847496033,server-intelivybridge,5,0.4567643105983734,0.4567637443542481,server-intelsandybridge,5,0.4567643105983734,0.4567637443542481,server-intelskylake,7,0.4567641019821167,0.4567638635635376
intel-xbridge,fmnist,162,71.38674577357139,81,71.38691776734109,9,0.4999764561653137,0.4999681115150452,11,162.90030127213853,server-intelbroadwell,9,0.4999739527702332,0.4999706149101257,server-intelcascadelake,9,0.4999738335609436,0.4999707341194153,server-intelhaswell,9,0.4999739527702332,0.4999706149101257,server-intelivybridge,7,0.4999722242355346,0.4999722242355346,server-intelsandybridge,7,0.4999722242355346,0.4999722242355346,server-intelskylake,9,0.4999738335609436,0.4999707341194153
intel-xlake,fmnist,164,47.900877981915954,161,47.900885777033174,3,0.4992624223232269,0.499255508184433,11,164.66617168401797,server-intelbroadwell,3,0.4992599785327912,0.4992578327655792,server-intelcascadelake,0,0.4992594420909882,0.4992584884166718,server-intelhaswell,3,0.4992599785327912,0.4992578327655792,server-intelivybridge,3,0.4992610514163971,0.4992567598819733,server-intelsandybridge,3,0.4992610514163971,0.4992567598819733,server-intelskylake,0,0.4992594420909882,0.4992584884166718
intel-xlake,fmnist,165,45.07513568233405,171,45.07514584923396,7,0.4998364448547363,0.4998266696929932,14,160.16264784790732,server-intelbroadwell,7,0.4998322725296021,0.4998308420181274,server-intelcascadelake,5,0.4998315572738648,0.4998315572738648,server-intelhaswell,7,0.4998322725296021,0.4998308420181274,server-intelivybridge,7,0.4998328685760498,0.4998302459716797,server-intelsandybridge,7,0.4998328685760498,0.4998302459716797,server-intelskylake,5,0.4998315572738648,0.4998315572738648
intel-xlake,fmnist,166,45.92372910085103,202,45.923738371478045,1,0.4986869096755981,0.4986778795719147,19,160.3832786581361,server-intelbroadwell,1,0.4986830651760101,0.4986816346645355,server-intelcascadelake,3,0.4986824691295624,0.4986822307109833,server-intelhaswell,1,0.4986830651760101,0.4986816346645355,server-intelivybridge,1,0.4986831843852997,0.498681515455246,server-intelsandybridge,1,0.4986831843852997,0.498681515455246,server-intelskylake,3,0.4986824691295624,0.4986822307109833
intel-xwell,fmnist,167,49.638841851280965,148,49.638862569125116,3,0.4998007714748383,0.4997914135456085,22,158.50078254143145,server-intelbroadwell,6,0.4997964203357697,0.4997957050800324,server-intelcascadelake,3,0.4997964799404144,0.4997956454753876,server-intelhaswell,6,0.4997964203357697,0.4997957050800324,server-intelivybridge,3,0.4997970759868622,0.499794989824295,server-intelsandybridge,3,0.4997970759868622,0.499794989824295,server-intelskylake,3,0.4997964799404144,0.4997956454753876
failure,cifar10,35,0.0,1426,53.48730987287422,0,0.4968751966953278,0.4968652427196503,500,149.9721695604458,server-intelbroadwell,0,0.4968717992305756,0.4968684911727905,server-intelcascadelake,0,0.4968717992305756,0.4968684911727905,server-intelhaswell,0,0.4968717992305756,0.4968684911727905,server-intelivybridge,0,0.4968723952770233,0.4968678951263428,server-intelsandybridge,0,0.4968723952770233,0.4968678951263428,server-intelskylake,0,0.4968717992305756,0.4968684911727905
intel-xwell,fmnist,168,45.49188605926421,156,45.491893892866315,7,0.4996881186962128,0.4996790587902069,10,163.2893186989995,server-intelbroadwell,5,0.4996837079524994,0.4996834695339203,server-intelcascadelake,7,0.4996849000453949,0.4996822774410248,server-intelhaswell,5,0.4996837079524994,0.4996834695339203,server-intelivybridge,7,0.4996845424175263,0.4996826350688934,server-intelsandybridge,7,0.4996845424175263,0.4996826350688934,server-intelskylake,7,0.4996849000453949,0.4996822774410248
intel-xbridge,fmnist,169,45.44866456264,208,45.448672595669024,9,0.4999607801437378,0.49995157122612,17,161.1198017115243,server-intelbroadwell,9,0.4999576807022095,0.4999546706676483,server-intelcascadelake,9,0.4999580979347229,0.4999543428421021,server-intelhaswell,9,0.4999576807022095,0.4999546706676483,server-intelivybridge,5,0.4999563694000244,0.4999560117721558,server-intelsandybridge,5,0.4999563694000244,0.4999560117721558,server-intelskylake,9,0.4999580979347229,0.4999543428421021
intel-xwell,fmnist,170,69.84797984891226,108,69.84825607586053,9,0.5000004768371582,0.4999923706054688,26,156.50222622194298,server-intelbroadwell,7,0.4999966621398926,0.4999961853027344,server-intelcascadelake,9,0.4999971389770508,0.4999957084655762,server-intelhaswell,7,0.4999966621398926,0.4999961853027344,server-intelivybridge,9,0.4999983310699463,0.4999945163726807,server-intelsandybridge,9,0.4999983310699463,0.4999945163726807,server-intelskylake,9,0.4999971389770508,0.4999957084655762
intel-xlake,fmnist,171,58.250425046441315,148,58.25049006038029,2,0.4999504089355469,0.4999406337738037,47,154.47266442953682,server-intelbroadwell,2,0.4999480843544006,0.49994295835495,server-intelcascadelake,6,0.4999458193778992,0.4999452233314514,server-intelhaswell,2,0.4999480843544006,0.49994295835495,server-intelivybridge,2,0.4999485015869141,0.4999425411224365,server-intelsandybridge,2,0.4999485015869141,0.4999425411224365,server-intelskylake,6,0.4999458193778992,0.4999452233314514
