"","identified_MA","model_type","sample_index","total_psnr","local_steps","local_psnr","local_label","local_conf1","local_conf2","remote_steps","remote_psnr","s0_hostname","s0_label","s0_conf1","s0_conf2","s1_hostname","s1_label","s1_conf1","s1_conf2","s2_hostname","s2_label","s2_conf1","s2_conf2","s3_hostname","s3_label","s3_conf1","s3_conf2","s4_hostname","s4_label","s4_conf1","s4_conf2","s5_hostname","s5_label","s5_conf1","s5_conf2","s6_hostname","s6_label","s6_conf1","s6_conf2","total_steps","gt_label"
"193","intel-xbridge","fmnist",263,72.8951036648732,168,72.895529804993,4,0.499998092651367,0.499988317489624,74,153.128802562188,"server-amdrome","4",0.499995350837708,0.499991059303284,"server-intelbroadwell","4",0.49999475479126,0.499991655349731,"server-intelcascadelake","4",0.499995708465576,0.499990701675415,"server-intelhaswell","4",0.49999475479126,0.499991655349731,"server-intelivybridge","6",0.499993443489075,0.499992966651917,"server-intelsandybridge","6",0.499993443489075,0.499992966651917,"server-intelskylake","4",0.499995708465576,0.499990701675415,242,2
"194","intel-xlake","fmnist",266,47.5301501194823,192,47.5301617501172,7,0.488549500703812,0.488540500402451,21,160.170170325581,"server-amdrome","7",0.488545060157776,0.488545030355453,"server-intelbroadwell","7",0.488545805215836,0.488544195890427,"server-intelcascadelake","5",0.488545060157776,0.488545030355453,"server-intelhaswell","7",0.488545805215836,0.488544195890427,"server-intelivybridge","7",0.48854598402977,0.488544017076492,"server-intelsandybridge","7",0.48854598402977,0.488544017076492,"server-intelskylake","5",0.488545060157776,0.488545030355453,213,7
"195","amd","fmnist",267,48.9878686286601,146,48.987879266435,3,0.499758064746857,0.499748647212982,11,162.830411531973,"server-amdrome","0",0.499753415584564,0.499753177165985,"server-intelbroadwell","3",0.499754130840302,0.499752581119537,"server-intelcascadelake","3",0.499754846096039,0.4997518658638,"server-intelhaswell","3",0.499754130840302,0.499752581119537,"server-intelivybridge","3",0.499755799770355,0.499750792980194,"server-intelsandybridge","3",0.499755799770355,0.499750792980194,"server-intelskylake","3",0.499754846096039,0.4997518658638,157,7
"196","intel-xlake","fmnist",269,45.9127246171578,169,45.9127350972809,3,0.499018222093582,0.49900871515274,21,159.752630854407,"server-amdrome","3",0.499014288187027,0.499012559652328,"server-intelbroadwell","3",0.499014645814896,0.49901220202446,"server-intelcascadelake","2",0.49901357293129,0.499013274908066,"server-intelhaswell","3",0.499014645814896,0.49901220202446,"server-intelivybridge","3",0.499013632535935,0.499013215303421,"server-intelsandybridge","3",0.499013632535935,0.499013215303421,"server-intelskylake","2",0.49901357293129,0.499013274908066,190,6
"197","amd","fmnist",270,55.9104890761267,187,55.910549152126,4,0.499988913536072,0.499979615211487,32,155.15150947446,"server-amdrome","6",0.499984383583069,0.49998414516449,"server-intelbroadwell","4",0.499985337257385,0.499983191490173,"server-intelcascadelake","4",0.499985337257385,0.499983191490173,"server-intelhaswell","4",0.499985337257385,0.499983191490173,"server-intelivybridge","4",0.499984741210938,0.499983787536621,"server-intelsandybridge","4",0.499984741210938,0.499983787536621,"server-intelskylake","4",0.499985337257385,0.499983191490173,219,3
"198","intel-xlake","fmnist",271,45.7364061330065,202,45.736417084097,9,0.50000262260437,0.499994158744812,22,159.049674656469,"server-amdrome","9",0.499999225139618,0.499997556209564,"server-intelbroadwell","9",0.499999165534973,0.499997615814209,"server-intelcascadelake","5",0.499998450279236,0.499998331069946,"server-intelhaswell","9",0.499999165534973,0.499997615814209,"server-intelivybridge","9",0.499999642372131,0.499997138977051,"server-intelsandybridge","9",0.499999642372131,0.499997138977051,"server-intelskylake","5",0.499998450279236,0.499998331069946,224,4
"199","intel-xbridge","fmnist",273,51.984290045533,144,51.9843162432888,4,0.500003397464752,0.499993622303009,29,157.28285864111,"server-amdrome","4",0.500001609325409,0.499995410442352,"server-intelbroadwell","4",0.500001013278961,0.4999960064888,"server-intelcascadelake","4",0.500001132488251,0.49999588727951,"server-intelhaswell","4",0.500001013278961,0.4999960064888,"server-intelivybridge","3",0.499998509883881,0.499998509883881,"server-intelsandybridge","3",0.499998509883881,0.499998509883881,"server-intelskylake","4",0.500001132488251,0.49999588727951,173,1
"200","intel-xbridge","fmnist",274,50.0225055200792,161,50.0225210046944,4,0.500002682209015,0.499994575977325,21,159.631890173071,"server-amdrome","4",0.500000774860382,0.499996483325958,"server-intelbroadwell","4",0.499999642372131,0.499997735023499,"server-intelcascadelake","4",0.500000178813934,0.499997079372406,"server-intelhaswell","4",0.499999642372131,0.499997735023499,"server-intelivybridge","6",0.499998807907104,0.499998569488525,"server-intelsandybridge","6",0.499998807907104,0.499998569488525,"server-intelskylake","4",0.500000178813934,0.499997079372406,182,4
"201","amd","fmnist",275,44.7013711851678,175,44.7013753829927,1,0.499981760978699,0.499975085258484,9,165.974253729112,"server-amdrome","6",0.499978721141815,0.499978005886078,"server-intelbroadwell","1",0.499980926513672,0.499975919723511,"server-intelcascadelake","1",0.499980449676514,0.499976396560669,"server-intelhaswell","1",0.499980926513672,0.499975919723511,"server-intelivybridge","1",0.499981164932251,0.499975681304932,"server-intelsandybridge","1",0.499981164932251,0.499975681304932,"server-intelskylake","1",0.499980449676514,0.499976396560669,184,4
"202","amd","fmnist",276,45.4465883844024,277,45.4466058271438,9,0.499943733215332,0.499935150146484,32,154.547976700842,"server-amdrome","7",0.499939560890198,0.499939322471619,"server-intelbroadwell","9",0.499940872192383,0.499938011169434,"server-intelcascadelake","9",0.499940633773804,0.499938249588013,"server-intelhaswell","9",0.499940872192383,0.499938011169434,"server-intelivybridge","9",0.499939918518066,0.49993896484375,"server-intelsandybridge","9",0.499939918518066,0.49993896484375,"server-intelskylake","9",0.499940633773804,0.499938249588013,309,1
"203","intel-xwell","fmnist",277,45.9214929857284,166,45.9215034870322,3,0.499998211860657,0.499988913536072,18,160.26209369446,"server-amdrome","3",0.499994516372681,0.499992609024048,"server-intelbroadwell","1",0.499993562698364,0.499993562698364,"server-intelcascadelake","3",0.499993801116943,0.499993324279785,"server-intelhaswell","1",0.499993562698364,0.499993562698364,"server-intelivybridge","3",0.499995112419128,0.4999920129776,"server-intelsandybridge","3",0.499995112419128,0.4999920129776,"server-intelskylake","3",0.499993801116943,0.499993324279785,184,9
"204","intel-xwell","fmnist",280,50.6041551841032,153,50.6041756115241,7,0.500004053115845,0.499995946884155,17,159.683988173896,"server-amdrome","7",0.500000953674316,0.499999046325684,"server-intelbroadwell","9",0.500000238418579,0.499999761581421,"server-intelcascadelake","7",0.500001668930054,0.499998331069946,"server-intelhaswell","9",0.500000238418579,0.499999761581421,"server-intelivybridge","7",0.500001907348633,0.499998092651367,"server-intelsandybridge","7",0.500001907348633,0.499998092651367,"server-intelskylake","7",0.500001668930054,0.499998331069946,170,7
"205","intel-xlake","fmnist",281,62.5796284347789,128,62.5797218845634,2,0.494209259748459,0.494200885295868,24,158.272584212965,"server-amdrome","2",0.494206219911575,0.494203865528107,"server-intelbroadwell","2",0.494206041097641,0.494204044342041,"server-intelcascadelake","4",0.494205594062805,0.494204521179199,"server-intelhaswell","2",0.494206041097641,0.494204044342041,"server-intelivybridge","2",0.494207143783569,0.49420291185379,"server-intelsandybridge","2",0.494207143783569,0.49420291185379,"server-intelskylake","4",0.494205594062805,0.494204521179199,152,7
"206","intel-xlake","fmnist",284,48.1274962438776,212,48.1275147224123,0,0.49999725818634,0.499987959861755,36,155.720998043106,"server-amdrome","0",0.49999475479126,0.499990463256836,"server-intelbroadwell","0",0.499993562698364,0.499991655349731,"server-intelcascadelake","2",0.499992728233337,0.499992489814758,"server-intelhaswell","0",0.499993562698364,0.499991655349731,"server-intelivybridge","0",0.499994277954102,0.499990940093994,"server-intelsandybridge","0",0.499994277954102,0.499990940093994,"server-intelskylake","2",0.499992728233337,0.499992489814758,248,8
"207","amd","fmnist",285,67.158433199269,97,67.1585929655632,6,0.49999725818634,0.499987721443176,26,157.292257443253,"server-amdrome","4",0.499992609024048,0.499992370605469,"server-intelbroadwell","6",0.499993443489075,0.499991536140442,"server-intelcascadelake","6",0.499994039535523,0.499990940093994,"server-intelhaswell","6",0.499993443489075,0.499991536140442,"server-intelivybridge","6",0.499993443489075,0.499991536140442,"server-intelsandybridge","6",0.499993443489075,0.499991536140442,"server-intelskylake","6",0.499994039535523,0.499990940093994,123,0
"208","intel-xwell","fmnist",289,49.472769606608,154,49.4727905966711,2,0.498619377613068,0.498609870672226,37,154.749633317775,"server-amdrome","2",0.49861541390419,0.498613744974136,"server-intelbroadwell","6",0.498614817857742,0.498614341020584,"server-intelcascadelake","2",0.498615831136703,0.498613327741623,"server-intelhaswell","6",0.498614817857742,0.498614341020584,"server-intelivybridge","2",0.498616367578507,0.49861279129982,"server-intelsandybridge","2",0.498616367578507,0.49861279129982,"server-intelskylake","2",0.498615831136703,0.498613327741623,191,0
"209","intel-xbridge","fmnist",290,52.5016051107132,162,52.5016325145248,2,0.500002443790436,0.499994099140167,37,157.563551786034,"server-amdrome","2",0.500000536441803,0.4999960064888,"server-intelbroadwell","2",0.499999642372131,0.499996781349182,"server-intelcascadelake","2",0.499999046325684,0.49999737739563,"server-intelhaswell","2",0.499999642372131,0.499996781349182,"server-intelivybridge","6",0.499998331069946,0.499998092651367,"server-intelsandybridge","6",0.499998331069946,0.499998092651367,"server-intelskylake","2",0.499999046325684,0.49999737739563,199,2
"210","intel-xbridge","fmnist",291,45.132556978202,208,45.1325667653074,3,0.472798585891724,0.472788631916046,39,157.90994497521,"server-amdrome","3",0.472794413566589,0.472792655229568,"server-intelbroadwell","3",0.472794115543365,0.472792983055115,"server-intelcascadelake","3",0.472794264554977,0.47279292345047,"server-intelhaswell","3",0.472794115543365,0.472792983055115,"server-intelivybridge","8",0.472793877124786,0.472793191671371,"server-intelsandybridge","8",0.472793877124786,0.472793191671371,"server-intelskylake","3",0.472794264554977,0.47279292345047,247,2
"211","amd","fmnist",292,48.7584027777218,141,48.75841761641,1,0.499843597412109,0.499834299087524,13,159.668440690258,"server-amdrome","6",0.499839186668396,0.499838829040527,"server-intelbroadwell","1",0.499841213226318,0.499836683273315,"server-intelcascadelake","1",0.499841213226318,0.499836683273315,"server-intelhaswell","1",0.499841213226318,0.499836683273315,"server-intelivybridge","1",0.499840617179871,0.499837279319763,"server-intelsandybridge","1",0.499840617179871,0.499837279319763,"server-intelskylake","1",0.499841213226318,0.499836683273315,154,3
"212","intel-xbridge","fmnist",293,48.2316310104717,194,48.2316509889394,2,0.500004529953003,0.499995470046997,34,156.315576972036,"server-amdrome","2",0.500001430511475,0.499998569488525,"server-intelbroadwell","2",0.500001430511475,0.499998569488525,"server-intelcascadelake","2",0.500000953674316,0.499999046325684,"server-intelhaswell","2",0.500001430511475,0.499998569488525,"server-intelivybridge","6",0.500000357627869,0.499999642372131,"server-intelsandybridge","6",0.500000357627869,0.499999642372131,"server-intelskylake","2",0.500000953674316,0.499999046325684,228,1
"213","intel-xlake","fmnist",294,46.6339609784082,176,46.6339744436134,3,0.499696731567383,0.499687194824219,13,158.002343945411,"server-amdrome","3",0.49969357252121,0.499690294265747,"server-intelbroadwell","3",0.499692320823669,0.499691605567932,"server-intelcascadelake","6",0.499692022800446,0.499691903591156,"server-intelhaswell","3",0.499692320823669,0.499691605567932,"server-intelivybridge","3",0.499694108963013,0.499689817428589,"server-intelsandybridge","3",0.499694108963013,0.499689817428589,"server-intelskylake","6",0.499692022800446,0.499691903591156,189,2
"214","amd","fmnist",296,45.5098149472235,140,45.5098177565106,1,0.484890580177307,0.484884083271027,7,168.790424996897,"server-amdrome","6",0.484887391328812,0.484887212514877,"server-intelbroadwell","1",0.484888106584549,0.484886556863785,"server-intelcascadelake","1",0.484888225793839,0.484886437654495,"server-intelhaswell","1",0.484888106584549,0.484886556863785,"server-intelivybridge","1",0.484888464212418,0.484886258840561,"server-intelsandybridge","1",0.484888464212418,0.484886258840561,"server-intelskylake","1",0.484888225793839,0.484886437654495,147,1
"215","intel-xbridge","fmnist",298,45.3012567488309,293,45.3012749563166,4,0.429621636867523,0.429612576961517,62,153.176184835452,"server-amdrome","4",0.429618358612061,0.429615169763565,"server-intelbroadwell","4",0.429617494344711,0.429616034030914,"server-intelcascadelake","4",0.42961722612381,0.429616212844849,"server-intelhaswell","4",0.429617494344711,0.429616034030914,"server-intelivybridge","2",0.429616570472717,0.42961648106575,"server-intelsandybridge","2",0.429616570472717,0.42961648106575,"server-intelskylake","4",0.42961722612381,0.429616212844849,355,6
"216","intel-xwell","fmnist",299,63.9017790246629,63,63.9018617767953,6,0.499742329120636,0.499732673168182,18,160.320258679638,"server-amdrome","6",0.499737769365311,0.499737292528153,"server-intelbroadwell","3",0.499737948179245,0.499737113714218,"server-intelcascadelake","6",0.499737828969955,0.499737232923508,"server-intelhaswell","3",0.499737948179245,0.499737113714218,"server-intelivybridge","6",0.499739080667496,0.499735981225967,"server-intelsandybridge","6",0.499739080667496,0.499735981225967,"server-intelskylake","6",0.499737828969955,0.499737232923508,81,4
"217","intel-xlake","fmnist",300,59.7901109442892,120,59.7901650453944,0,0.499996840953827,0.499987781047821,22,159.389722754278,"server-amdrome","0",0.499993622303009,0.499990999698639,"server-intelbroadwell","0",0.499992907047272,0.499991714954376,"server-intelcascadelake","6",0.49999338388443,0.499991238117218,"server-intelhaswell","0",0.499992907047272,0.499991714954376,"server-intelivybridge","0",0.499993622303009,0.499990999698639,"server-intelsandybridge","0",0.499993622303009,0.499990999698639,"server-intelskylake","6",0.49999338388443,0.499991238117218,142,3
"218","amd","fmnist",301,44.9770915707607,288,44.9771169176739,2,0.500004768371582,0.499995231628418,62,149.695010176755,"server-amdrome","4",0.500000476837158,0.499999523162842,"server-intelbroadwell","2",0.500001430511475,0.499998569488525,"server-intelcascadelake","2",0.500001907348633,0.499998092651367,"server-intelhaswell","2",0.500001430511475,0.499998569488525,"server-intelivybridge","2",0.500000953674316,0.499999046325684,"server-intelsandybridge","2",0.500000953674316,0.499999046325684,"server-intelskylake","2",0.500001907348633,0.499998092651367,350,0
"219","intel-xbridge","fmnist",302,44.950920206626,166,44.9509256407489,1,0.489479243755341,0.489470303058624,16,164.526695691758,"server-amdrome","1",0.489476829767227,0.489472806453705,"server-intelbroadwell","1",0.489476084709167,0.489473402500153,"server-intelcascadelake","1",0.489476710557938,0.48947274684906,"server-intelhaswell","1",0.489476084709167,0.489473402500153,"server-intelivybridge","6",0.489475011825562,0.489474534988403,"server-intelsandybridge","6",0.489475011825562,0.489474534988403,"server-intelskylake","1",0.489476710557938,0.48947274684906,182,2
"220","intel-xwell","fmnist",304,64.7293226638511,87,64.7294268212967,3,0.468445241451263,0.468435406684875,17,159.349753855392,"server-amdrome","3",0.468441933393478,0.468438804149628,"server-intelbroadwell","6",0.468441098928451,0.46844008564949,"server-intelcascadelake","3",0.468441724777222,0.468439370393753,"server-intelhaswell","6",0.468441098928451,0.46844008564949,"server-intelivybridge","3",0.468443095684052,0.468437671661377,"server-intelsandybridge","3",0.468443095684052,0.468437671661377,"server-intelskylake","3",0.468441724777222,0.468439370393753,104,5
"221","intel-xlake","fmnist",305,56.0191553952069,101,56.0191846147361,8,0.482819586992264,0.482810914516449,13,162.794838854674,"server-amdrome","8",0.482817411422729,0.482813268899918,"server-intelbroadwell","8",0.482816159725189,0.482814192771912,"server-intelcascadelake","6",0.482815474271774,0.482815027236938,"server-intelhaswell","8",0.482816159725189,0.482814192771912,"server-intelivybridge","8",0.4828160405159,0.482814490795135,"server-intelsandybridge","8",0.4828160405159,0.482814490795135,"server-intelskylake","6",0.482815474271774,0.482815027236938,114,6
"222","intel-xwell","fmnist",306,50.1890044307815,101,50.1890143321828,5,0.499575912952423,0.499567568302155,9,166.060484478357,"server-amdrome","5",0.499572217464447,0.499571263790131,"server-intelbroadwell","6",0.499571979045868,0.49957150220871,"server-intelcascadelake","5",0.499572336673737,0.499571144580841,"server-intelhaswell","6",0.499571979045868,0.49957150220871,"server-intelivybridge","5",0.499572217464447,0.499571263790131,"server-intelsandybridge","5",0.499572217464447,0.499571263790131,"server-intelskylake","5",0.499572336673737,0.499571144580841,110,8
"223","amd","fmnist",307,51.4738165980055,166,51.4738451590971,4,0.498718678951263,0.498709172010422,45,155.450030840593,"server-amdrome","6",0.498714178800583,0.498713701963425,"server-intelbroadwell","4",0.498715132474899,0.498712748289108,"server-intelcascadelake","4",0.49871489405632,0.498712986707687,"server-intelhaswell","4",0.498715132474899,0.498712748289108,"server-intelivybridge","4",0.498714298009872,0.498713582754135,"server-intelsandybridge","4",0.498714298009872,0.498713582754135,"server-intelskylake","4",0.49871489405632,0.498712986707687,211,5
"224","intel-xbridge","fmnist",309,45.7105613960897,160,45.7105740475224,2,0.499969959259033,0.499961137771607,50,155.713232630031,"server-amdrome","2",0.499966144561768,0.499964952468872,"server-intelbroadwell","2",0.499966382980347,0.499964714050293,"server-intelcascadelake","2",0.499966263771057,0.499964833259583,"server-intelhaswell","2",0.499966382980347,0.499964714050293,"server-intelivybridge","4",0.499965786933899,0.499965310096741,"server-intelsandybridge","4",0.499965786933899,0.499965310096741,"server-intelskylake","2",0.499966263771057,0.499964833259583,210,2
"225","amd","fmnist",310,44.2197284566901,200,44.2197388932616,7,0.498339354991913,0.498329609632492,22,158.249829815905,"server-amdrome","5",0.498334676027298,0.498334258794785,"server-intelbroadwell","7",0.498335510492325,0.498333305120468,"server-intelcascadelake","7",0.498335629701614,0.498333185911179,"server-intelhaswell","7",0.498335510492325,0.498333305120468,"server-intelivybridge","7",0.498335838317871,0.498332977294922,"server-intelsandybridge","7",0.498335838317871,0.498332977294922,"server-intelskylake","7",0.498335629701614,0.498333185911179,222,2
"226","amd","fmnist",311,51.420245993028,171,51.420271738937,8,0.47452637553215,0.474516570568085,27,157.659678496195,"server-amdrome","6",0.474521607160568,0.474521487951279,"server-intelbroadwell","8",0.474522680044174,0.474520325660706,"server-intelcascadelake","8",0.47452175617218,0.474521189928055,"server-intelhaswell","8",0.474522680044174,0.474520325660706,"server-intelivybridge","8",0.474522024393082,0.474521070718765,"server-intelsandybridge","8",0.474522024393082,0.474521070718765,"server-intelskylake","8",0.47452175617218,0.474521189928055,198,7
"227","amd","fmnist",312,67.7661230410994,115,67.7663056959234,2,0.499988436698914,0.499980092048645,29,156.660919328395,"server-amdrome","6",0.499984323978424,0.499984204769135,"server-intelbroadwell","2",0.499984681606293,0.499983847141266,"server-intelcascadelake","2",0.49998539686203,0.499983131885529,"server-intelhaswell","2",0.499984681606293,0.499983847141266,"server-intelivybridge","2",0.49999064207077,0.499977886676788,"server-intelsandybridge","2",0.49999064207077,0.499977886676788,"server-intelskylake","2",0.49998539686203,0.499983131885529,144,8
"228","amd","fmnist",314,59.2435686193404,125,59.2436420416931,3,0.499755740165711,0.499746680259705,28,156.975255555855,"server-amdrome","6",0.4997518658638,0.499750554561615,"server-intelbroadwell","3",0.499752104282379,0.499750316143036,"server-intelcascadelake","3",0.499751925468445,0.49975049495697,"server-intelhaswell","3",0.499752104282379,0.499750316143036,"server-intelivybridge","3",0.499751687049866,0.499750733375549,"server-intelsandybridge","3",0.499751687049866,0.499750733375549,"server-intelskylake","3",0.499751925468445,0.49975049495697,153,1
"229","amd","fmnist",315,47.0185855300139,152,47.0185970611369,3,0.499974668025971,0.499965369701385,18,160.068086951792,"server-amdrome","6",0.499970316886902,0.499969720840454,"server-intelbroadwell","3",0.499971807003021,0.499968230724335,"server-intelcascadelake","3",0.499970495700836,0.49996954202652,"server-intelhaswell","3",0.499971807003021,0.499968230724335,"server-intelivybridge","3",0.499972760677338,0.499967277050018,"server-intelsandybridge","3",0.499972760677338,0.499967277050018,"server-intelskylake","3",0.499970495700836,0.49996954202652,170,3
"230","intel-xlake","fmnist",316,43.5368645385342,236,43.5368727431675,7,0.499931752681732,0.499922096729279,17,159.300560650976,"server-amdrome","7",0.49992710351944,0.499926745891571,"server-intelbroadwell","7",0.499927997589111,0.499925851821899,"server-intelcascadelake","5",0.499927222728729,0.499926626682281,"server-intelhaswell","7",0.499927997589111,0.499925851821899,"server-intelivybridge","7",0.49992835521698,0.499925494194031,"server-intelsandybridge","7",0.49992835521698,0.499925494194031,"server-intelskylake","5",0.499927222728729,0.499926626682281,253,3
"231","intel-xbridge","fmnist",317,73.5873617188357,46,73.5875745956065,5,0.480443239212036,0.480434536933899,7,164.356988652119,"server-amdrome","5",0.480441182851791,0.480436593294144,"server-intelbroadwell","5",0.480441033840179,0.4804368019104,"server-intelcascadelake","5",0.480441033840179,0.480436742305756,"server-intelhaswell","5",0.480441033840179,0.4804368019104,"server-intelivybridge","8",0.48043954372406,0.480438113212586,"server-intelsandybridge","8",0.48043954372406,0.480438113212586,"server-intelskylake","5",0.480441033840179,0.480436742305756,53,7
"232","intel-xwell","fmnist",319,40.9389101906141,266,40.9389168589082,7,0.49923911690712,0.499229252338409,40,157.504141945049,"server-amdrome","7",0.499235361814499,0.499232977628708,"server-intelbroadwell","9",0.499234169721603,0.499234110116959,"server-intelcascadelake","7",0.499234408140182,0.499233931303024,"server-intelhaswell","9",0.499234169721603,0.499234110116959,"server-intelivybridge","7",0.49923500418663,0.499233275651932,"server-intelsandybridge","7",0.49923500418663,0.499233275651932,"server-intelskylake","7",0.499234408140182,0.499233931303024,306,7
"233","intel-xbridge","fmnist",320,54.9506536959443,123,54.9506771600836,6,0.499276131391525,0.49926695227623,17,161.484803913622,"server-amdrome","6",0.4992735683918,0.499269515275955,"server-intelbroadwell","6",0.499273926019669,0.499269157648087,"server-intelcascadelake","6",0.499273806810379,0.499269276857376,"server-intelhaswell","6",0.499273926019669,0.499269157648087,"server-intelivybridge","2",0.4992715716362,0.4992715716362,"server-intelsandybridge","2",0.4992715716362,0.4992715716362,"server-intelskylake","6",0.499273806810379,0.499269276857376,140,7
"234","amd","fmnist",322,44.723747154328,204,44.7237612193738,3,0.498389035463333,0.498379290103912,30,156.627942028086,"server-amdrome","2",0.498384237289429,0.49838399887085,"server-intelbroadwell","3",0.498385012149811,0.498383343219757,"server-intelcascadelake","3",0.498384833335877,0.498383402824402,"server-intelhaswell","3",0.498385012149811,0.498383343219757,"server-intelivybridge","3",0.498384237289429,0.49838399887085,"server-intelsandybridge","3",0.498384237289429,0.49838399887085,"server-intelskylake","3",0.498384833335877,0.498383402824402,234,7
"235","intel-xwell","fmnist",323,46.1535033534769,152,46.1535114987421,8,0.499983429908752,0.499973893165588,11,162.966596960854,"server-amdrome","8",0.499982118606567,0.499975204467773,"server-intelbroadwell","3",0.499979913234711,0.49997752904892,"server-intelcascadelake","8",0.499980866909027,0.499976575374603,"server-intelhaswell","3",0.499979913234711,0.49997752904892,"server-intelivybridge","8",0.499979436397552,0.499978005886078,"server-intelsandybridge","8",0.499979436397552,0.499978005886078,"server-intelskylake","8",0.499980866909027,0.499976575374603,163,3
"236","intel-xlake","fmnist",324,51.6493529604546,90,51.6493604674043,9,0.495971381664276,0.495961755514145,6,169.458637796348,"server-amdrome","9",0.495968043804169,0.495965033769607,"server-intelbroadwell","9",0.495967268943787,0.495965659618378,"server-intelcascadelake","2",0.495967149734497,0.495965778827667,"server-intelhaswell","9",0.495967268943787,0.495965659618378,"server-intelivybridge","9",0.495968103408813,0.495964974164963,"server-intelsandybridge","9",0.495968103408813,0.495964974164963,"server-intelskylake","2",0.495967149734497,0.495965778827667,96,8
"237","amd","fmnist",325,45.644530081919,166,45.6445399344293,1,0.499799221754074,0.499790757894516,17,160.370044700735,"server-amdrome","2",0.499795287847519,0.499794691801071,"server-intelbroadwell","1",0.499796003103256,0.499793976545334,"server-intelcascadelake","1",0.499796003103256,0.499793857336044,"server-intelhaswell","1",0.499796003103256,0.499793976545334,"server-intelivybridge","1",0.499796241521835,0.499793618917465,"server-intelsandybridge","1",0.499796241521835,0.499793618917465,"server-intelskylake","1",0.499796003103256,0.499793857336044,183,9
"238","intel-xlake","fmnist",328,51.2259419476133,169,51.2259665670306,2,0.500001072883606,0.499991774559021,42,157.525268523043,"server-amdrome","2",0.499996721744537,0.4999960064888,"server-intelbroadwell","2",0.499997317790985,0.499995410442352,"server-intelcascadelake","6",0.499996840953827,0.49999588727951,"server-intelhaswell","2",0.499997317790985,0.499995410442352,"server-intelivybridge","2",0.499998390674591,0.499994337558746,"server-intelsandybridge","2",0.499998390674591,0.499994337558746,"server-intelskylake","6",0.499996840953827,0.49999588727951,211,1
"239","intel-xbridge","fmnist",330,45.7769351682918,197,45.7769486120652,2,0.499951958656311,0.499942421913147,42,156.297993853342,"server-amdrome","2",0.499947667121887,0.499946713447571,"server-intelbroadwell","2",0.499948024749756,0.499946355819702,"server-intelcascadelake","2",0.499948382377625,0.499945998191833,"server-intelhaswell","2",0.499948024749756,0.499946355819702,"server-intelivybridge","3",0.499947309494019,0.499947071075439,"server-intelsandybridge","3",0.499947309494019,0.499947071075439,"server-intelskylake","2",0.499948382377625,0.499945998191833,239,7
"240","intel-xlake","fmnist",336,42.9540451669227,204,42.9540517173346,7,0.498342663049698,0.498333394527435,28,160.112856565925,"server-amdrome","7",0.49833869934082,0.498337268829346,"server-intelbroadwell","7",0.498338162899017,0.498337805271149,"server-intelcascadelake","9",0.498338162899017,0.498337805271149,"server-intelhaswell","7",0.498338162899017,0.498337805271149,"server-intelivybridge","7",0.498338878154755,0.498337209224701,"server-intelsandybridge","7",0.498338878154755,0.498337209224701,"server-intelskylake","9",0.498338162899017,0.498337805271149,232,7
"241","intel-xbridge","fmnist",338,53.1963951784739,126,53.1964124943378,3,0.499890953302383,0.499882727861404,14,164.318533433949,"server-amdrome","3",0.499887496232987,0.499886065721512,"server-intelbroadwell","3",0.499887734651566,0.499885827302933,"server-intelcascadelake","3",0.499888211488724,0.499885350465775,"server-intelhaswell","3",0.499887734651566,0.499885827302933,"server-intelivybridge","6",0.499886900186539,0.499886780977249,"server-intelsandybridge","6",0.499886900186539,0.499886780977249,"server-intelskylake","3",0.499888211488724,0.499885350465775,140,0
"242","intel-xbridge","fmnist",340,46.9610876368402,200,46.9610986239085,0,0.499928057193756,0.499918520450592,33,158.485353345398,"server-amdrome","0",0.49992448091507,0.499922096729279,"server-intelbroadwell","0",0.499924838542938,0.499921858310699,"server-intelcascadelake","0",0.499923884868622,0.499922692775726,"server-intelhaswell","0",0.499924838542938,0.499921858310699,"server-intelivybridge","2",0.499923408031464,0.499923288822174,"server-intelsandybridge","2",0.499923408031464,0.499923288822174,"server-intelskylake","0",0.499923884868622,0.499922692775726,233,9
"243","intel-xbridge","fmnist",341,65.7000354055418,99,65.7001298790387,4,0.488601118326187,0.48859179019928,11,161.634004315957,"server-amdrome","4",0.488597929477692,0.488594889640808,"server-intelbroadwell","4",0.488598793745041,0.488594144582748,"server-intelcascadelake","4",0.48859828710556,0.488594561815262,"server-intelhaswell","4",0.488598793745041,0.488594144582748,"server-intelivybridge","2",0.488596469163895,0.488596469163895,"server-intelsandybridge","2",0.488596469163895,0.488596469163895,"server-intelskylake","4",0.48859828710556,0.488594561815262,110,0
"244","intel-xbridge","fmnist",343,70.4129741806486,91,70.4131082333997,6,0.471192240715027,0.471183478832245,21,161.810989051236,"server-amdrome","6",0.471189171075821,0.471186369657516,"server-intelbroadwell","6",0.47119015455246,0.47118553519249,"server-intelcascadelake","6",0.471190005540848,0.471185743808746,"server-intelhaswell","6",0.47119015455246,0.47118553519249,"server-intelivybridge","3",0.47118815779686,0.471187591552734,"server-intelsandybridge","3",0.47118815779686,0.471187591552734,"server-intelskylake","6",0.471190005540848,0.471185743808746,112,9
